"_raw","_time",host,source,sourcetype,index
"{""category"": {""value"": ""AP"", ""ordinal"": 1}, ""deviceName"": ""5c:50:15:e7:8e:d0:AP04-12.rdu"", ""source"": ""UnifiedAp!5c:50:15:e7:8e:d0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_DISASSOCIATED"", ""ordinal"": -1}, ""alarmFoundAt"": 1545784948157, ""alarmId"": 2848669967, ""nttyaddrss7_address"": ""NULL_VALUE"", ""@id"": 2848669967, ""message"": ""AP 'AP04-12.rdu' disassociated."", ""acknowledgementStatus"": false, ""timeStamp"": 1545784948157, ""wirelessSpecificAlarmId"": ""5c:50:15:e7:8e:d0"", ""lastUpdatedAt"": 1545784948157, ""@displayName"": ""2848669967""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!5c:50:15:e7:8e:d0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""AP"", ""ordinal"": 1}, ""deviceName"": ""40:01:7a:18:0d:80:AP05-10.rdu"", ""source"": ""UnifiedAp!40:01:7a:18:0d:80"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_DISASSOCIATED"", ""ordinal"": -1}, ""alarmFoundAt"": 1545784948157, ""alarmId"": 2848669966, ""nttyaddrss7_address"": ""NULL_VALUE"", ""@id"": 2848669966, ""message"": ""AP 'AP05-10.rdu' disassociated."", ""acknowledgementStatus"": false, ""timeStamp"": 1545784948157, ""wirelessSpecificAlarmId"": ""40:01:7a:18:0d:80"", ""lastUpdatedAt"": 1545784948157, ""@displayName"": ""2848669966""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!40:01:7a:18:0d:80",PRIME_Alarms,raw_global
"{""category"": {""value"": ""AP"", ""ordinal"": 1}, ""deviceName"": ""58:97:1e:57:d9:d0:AP06-19.rdu_"", ""source"": ""UnifiedAp!58:97:1e:57:d9:d0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_DISASSOCIATED"", ""ordinal"": -1}, ""alarmFoundAt"": 1545784948157, ""alarmId"": 2848669964, ""nttyaddrss7_address"": ""NULL_VALUE"", ""@id"": 2848669964, ""message"": ""AP 'AP06-19.rdu_' disassociated."", ""acknowledgementStatus"": false, ""timeStamp"": 1545784948157, ""wirelessSpecificAlarmId"": ""58:97:1e:57:d9:d0"", ""lastUpdatedAt"": 1545784948157, ""@displayName"": ""2848669964""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!58:97:1e:57:d9:d0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""AP"", ""ordinal"": 1}, ""deviceName"": ""a4:18:75:51:c0:c0:AP08-13.rdu"", ""source"": ""UnifiedAp!a4:18:75:51:c0:c0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_DISASSOCIATED"", ""ordinal"": -1}, ""alarmFoundAt"": 1545784948157, ""alarmId"": 2848669963, ""nttyaddrss7_address"": ""NULL_VALUE"", ""@id"": 2848669963, ""message"": ""AP 'AP08-13.rdu' disassociated."", ""acknowledgementStatus"": false, ""timeStamp"": 1545784948157, ""wirelessSpecificAlarmId"": ""a4:18:75:51:c0:c0"", ""lastUpdatedAt"": 1545784948157, ""@displayName"": ""2848669963""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!a4:18:75:51:c0:c0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""AP"", ""ordinal"": 1}, ""deviceName"": ""5c:50:15:f6:3b:50:AP03-12.rdu"", ""source"": ""UnifiedAp!5c:50:15:f6:3b:50"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_DISASSOCIATED"", ""ordinal"": -1}, ""alarmFoundAt"": 1545784948157, ""alarmId"": 2848669961, ""nttyaddrss7_address"": ""NULL_VALUE"", ""@id"": 2848669961, ""message"": ""AP 'AP03-12.rdu' disassociated."", ""acknowledgementStatus"": false, ""timeStamp"": 1545784948157, ""wirelessSpecificAlarmId"": ""5c:50:15:f6:3b:50"", ""lastUpdatedAt"": 1545784948157, ""@displayName"": ""2848669961""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!5c:50:15:f6:3b:50",PRIME_Alarms,raw_global
"{""category"": {""value"": ""AP"", ""ordinal"": 1}, ""deviceName"": ""00:1d:a2:87:92:20:ap04-fl1.bne"", ""source"": ""UnifiedAp!00:1d:a2:87:92:20"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_DISASSOCIATED"", ""ordinal"": -1}, ""alarmFoundAt"": 1545784948157, ""alarmId"": 2848669959, ""nttyaddrss7_address"": ""NULL_VALUE"", ""@id"": 2848669959, ""message"": ""AP 'ap04-fl1.bne' disassociated."", ""acknowledgementStatus"": false, ""timeStamp"": 1545784948157, ""wirelessSpecificAlarmId"": ""00:1d:a2:87:92:20"", ""lastUpdatedAt"": 1545784948157, ""@displayName"": ""2848669959""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!00:1d:a2:87:92:20",PRIME_Alarms,raw_global
"{""category"": {""value"": ""AP"", ""ordinal"": 1}, ""deviceName"": ""e8:04:62:0b:aa:a0:AP01-r1.rdu2_"", ""source"": ""UnifiedAp!e8:04:62:0b:aa:a0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_DISASSOCIATED"", ""ordinal"": -1}, ""alarmFoundAt"": 1545784948157, ""alarmId"": 2848669958, ""nttyaddrss7_address"": ""NULL_VALUE"", ""@id"": 2848669958, ""message"": ""AP 'AP01-r1.rdu2_' disassociated."", ""acknowledgementStatus"": false, ""timeStamp"": 1545784948157, ""wirelessSpecificAlarmId"": ""e8:04:62:0b:aa:a0"", ""lastUpdatedAt"": 1545784948157, ""@displayName"": ""2848669958""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!e8:04:62:0b:aa:a0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""AP"", ""ordinal"": 1}, ""deviceName"": ""34:a8:4e:d2:a2:a0:AP05-18.rdu"", ""source"": ""UnifiedAp!34:a8:4e:d2:a2:a0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_DISASSOCIATED"", ""ordinal"": -1}, ""alarmFoundAt"": 1545784948157, ""alarmId"": 2848669957, ""nttyaddrss7_address"": ""NULL_VALUE"", ""@id"": 2848669957, ""message"": ""AP 'AP05-18.rdu' disassociated."", ""acknowledgementStatus"": false, ""timeStamp"": 1545784948157, ""wirelessSpecificAlarmId"": ""34:a8:4e:d2:a2:a0"", ""lastUpdatedAt"": 1545784948157, ""@displayName"": ""2848669957""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!34:a8:4e:d2:a2:a0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""AP"", ""ordinal"": 1}, ""deviceName"": ""34:a8:4e:d2:9b:e0:AP06-17.rdu"", ""source"": ""UnifiedAp!34:a8:4e:d2:9b:e0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_DISASSOCIATED"", ""ordinal"": -1}, ""alarmFoundAt"": 1545784948157, ""alarmId"": 2848669955, ""nttyaddrss7_address"": ""NULL_VALUE"", ""@id"": 2848669955, ""message"": ""AP 'AP06-17.rdu' disassociated."", ""acknowledgementStatus"": false, ""timeStamp"": 1545784948157, ""wirelessSpecificAlarmId"": ""34:a8:4e:d2:9b:e0"", ""lastUpdatedAt"": 1545784948157, ""@displayName"": ""2848669955""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!34:a8:4e:d2:9b:e0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""AP"", ""ordinal"": 1}, ""deviceName"": ""84:78:ac:98:1b:d0:AP02-09.rdu"", ""source"": ""UnifiedAp!84:78:ac:98:1b:d0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_DISASSOCIATED"", ""ordinal"": -1}, ""alarmFoundAt"": 1545784948157, ""alarmId"": 2848669954, ""nttyaddrss7_address"": ""NULL_VALUE"", ""@id"": 2848669954, ""message"": ""AP 'AP02-09.rdu' disassociated."", ""acknowledgementStatus"": false, ""timeStamp"": 1545784948157, ""wirelessSpecificAlarmId"": ""84:78:ac:98:1b:d0"", ""lastUpdatedAt"": 1545784948157, ""@displayName"": ""2848669954""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!84:78:ac:98:1b:d0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""AP"", ""ordinal"": 1}, ""deviceName"": ""20:bb:c0:66:43:30:AP02-1w.bos"", ""source"": ""UnifiedAp!20:bb:c0:66:43:30"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_DISASSOCIATED"", ""ordinal"": -1}, ""alarmFoundAt"": 1545784948157, ""alarmId"": 2848669952, ""nttyaddrss7_address"": ""NULL_VALUE"", ""@id"": 2848669952, ""message"": ""AP 'AP02-1w.bos' disassociated."", ""acknowledgementStatus"": false, ""timeStamp"": 1545784948157, ""wirelessSpecificAlarmId"": ""20:bb:c0:66:43:30"", ""lastUpdatedAt"": 1545784948157, ""@displayName"": ""2848669952""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!20:bb:c0:66:43:30",PRIME_Alarms,raw_global
"{""category"": {""value"": ""AP"", ""ordinal"": 1}, ""deviceName"": ""00:26:0b:c7:2e:b0:AP01-01.site1"", ""source"": ""UnifiedAp!00:26:0b:c7:2e:b0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_DISASSOCIATED"", ""ordinal"": -1}, ""alarmFoundAt"": 1545784948157, ""alarmId"": 2848669951, ""nttyaddrss7_address"": ""NULL_VALUE"", ""@id"": 2848669951, ""message"": ""AP 'AP01-01.site1' disassociated."", ""acknowledgementStatus"": false, ""timeStamp"": 1545784948157, ""wirelessSpecificAlarmId"": ""00:26:0b:c7:2e:b0"", ""lastUpdatedAt"": 1545784948157, ""@displayName"": ""2848669951""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!00:26:0b:c7:2e:b0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""AP"", ""ordinal"": 1}, ""deviceName"": ""6c:b2:ae:88:cb:80:AP01-test-r2.rdu2"", ""source"": ""UnifiedAp!6c:b2:ae:88:cb:80"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_DISASSOCIATED"", ""ordinal"": -1}, ""alarmFoundAt"": 1545784948157, ""alarmId"": 2848669950, ""nttyaddrss7_address"": ""NULL_VALUE"", ""@id"": 2848669950, ""message"": ""AP 'AP01-test-r2.rdu2' disassociated."", ""acknowledgementStatus"": false, ""timeStamp"": 1545784948157, ""wirelessSpecificAlarmId"": ""6c:b2:ae:88:cb:80"", ""lastUpdatedAt"": 1545784948157, ""@displayName"": ""2848669950""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!6c:b2:ae:88:cb:80",PRIME_Alarms,raw_global
"{""category"": {""value"": ""AP"", ""ordinal"": 1}, ""deviceName"": ""34:a8:4e:d2:a0:c0:AP01-18.rdu"", ""source"": ""UnifiedAp!34:a8:4e:d2:a0:c0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_DISASSOCIATED"", ""ordinal"": -1}, ""alarmFoundAt"": 1545784948157, ""alarmId"": 2848669948, ""nttyaddrss7_address"": ""NULL_VALUE"", ""@id"": 2848669948, ""message"": ""AP 'AP01-18.rdu' disassociated."", ""acknowledgementStatus"": false, ""timeStamp"": 1545784948157, ""wirelessSpecificAlarmId"": ""34:a8:4e:d2:a0:c0"", ""lastUpdatedAt"": 1545784948157, ""@displayName"": ""2848669948""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!34:a8:4e:d2:a0:c0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""AP"", ""ordinal"": 1}, ""deviceName"": ""20:bb:c0:5a:2e:60:AP04-2w.bos"", ""source"": ""UnifiedAp!20:bb:c0:5a:2e:60"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_DISASSOCIATED"", ""ordinal"": -1}, ""alarmFoundAt"": 1545784948157, ""alarmId"": 2848669947, ""nttyaddrss7_address"": ""NULL_VALUE"", ""@id"": 2848669947, ""message"": ""AP 'AP04-2w.bos' disassociated."", ""acknowledgementStatus"": false, ""timeStamp"": 1545784948157, ""wirelessSpecificAlarmId"": ""20:bb:c0:5a:2e:60"", ""lastUpdatedAt"": 1545784948157, ""@displayName"": ""2848669947""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!20:bb:c0:5a:2e:60",PRIME_Alarms,raw_global
"{""category"": {""value"": ""AP"", ""ordinal"": 1}, ""deviceName"": ""00:1c:b1:89:74:40:ap01-fl3.mad"", ""source"": ""UnifiedAp!00:1c:b1:89:74:40"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_DISASSOCIATED"", ""ordinal"": -1}, ""alarmFoundAt"": 1545784948157, ""alarmId"": 2848669946, ""nttyaddrss7_address"": ""NULL_VALUE"", ""@id"": 2848669946, ""message"": ""AP 'ap01-fl3.mad' disassociated."", ""acknowledgementStatus"": false, ""timeStamp"": 1545784948157, ""wirelessSpecificAlarmId"": ""00:1c:b1:89:74:40"", ""lastUpdatedAt"": 1545784948157, ""@displayName"": ""2848669946""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!00:1c:b1:89:74:40",PRIME_Alarms,raw_global
"{""category"": {""value"": ""AP"", ""ordinal"": 1}, ""deviceName"": ""00:3a:99:4a:d1:c0:ap03-fl1.gva"", ""source"": ""UnifiedAp!00:3a:99:4a:d1:c0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_DISASSOCIATED"", ""ordinal"": -1}, ""alarmFoundAt"": 1545784948157, ""alarmId"": 2848669945, ""nttyaddrss7_address"": ""NULL_VALUE"", ""@id"": 2848669945, ""message"": ""AP 'ap03-fl1.gva' disassociated."", ""acknowledgementStatus"": false, ""timeStamp"": 1545784948157, ""wirelessSpecificAlarmId"": ""00:3a:99:4a:d1:c0"", ""lastUpdatedAt"": 1545784948157, ""@displayName"": ""2848669945""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!00:3a:99:4a:d1:c0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""AP"", ""ordinal"": 1}, ""deviceName"": ""b4:e9:b0:b5:ba:30:AP05-15.rdu"", ""source"": ""UnifiedAp!b4:e9:b0:b5:ba:30"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_DISASSOCIATED"", ""ordinal"": -1}, ""alarmFoundAt"": 1545784948157, ""alarmId"": 2848669944, ""nttyaddrss7_address"": ""NULL_VALUE"", ""@id"": 2848669944, ""message"": ""AP 'AP05-15.rdu' disassociated."", ""acknowledgementStatus"": false, ""timeStamp"": 1545784948157, ""wirelessSpecificAlarmId"": ""b4:e9:b0:b5:ba:30"", ""lastUpdatedAt"": 1545784948157, ""@displayName"": ""2848669944""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!b4:e9:b0:b5:ba:30",PRIME_Alarms,raw_global
"{""category"": {""value"": ""AP"", ""ordinal"": 1}, ""deviceName"": ""00:1c:f6:62:f1:d0:ap01-fl9.nay"", ""source"": ""UnifiedAp!00:1c:f6:62:f1:d0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_DISASSOCIATED"", ""ordinal"": -1}, ""alarmFoundAt"": 1545784948157, ""alarmId"": 2848669943, ""nttyaddrss7_address"": ""NULL_VALUE"", ""@id"": 2848669943, ""message"": ""AP 'ap01-fl9.nay' disassociated."", ""acknowledgementStatus"": false, ""timeStamp"": 1545784948157, ""wirelessSpecificAlarmId"": ""00:1c:f6:62:f1:d0"", ""lastUpdatedAt"": 1545784948157, ""@displayName"": ""2848669943""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!00:1c:f6:62:f1:d0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""AP"", ""ordinal"": 1}, ""deviceName"": ""f4:7f:35:38:df:b0:AP06-13.rdu"", ""source"": ""UnifiedAp!f4:7f:35:38:df:b0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_DISASSOCIATED"", ""ordinal"": -1}, ""alarmFoundAt"": 1545784948157, ""alarmId"": 2848669941, ""nttyaddrss7_address"": ""NULL_VALUE"", ""@id"": 2848669941, ""message"": ""AP 'AP06-13.rdu' disassociated."", ""acknowledgementStatus"": false, ""timeStamp"": 1545784948157, ""wirelessSpecificAlarmId"": ""f4:7f:35:38:df:b0"", ""lastUpdatedAt"": 1545784948157, ""@displayName"": ""2848669941""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!f4:7f:35:38:df:b0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""AP"", ""ordinal"": 1}, ""deviceName"": ""68:86:a7:31:92:a0:AP03-19.rdu"", ""source"": ""UnifiedAp!68:86:a7:31:92:a0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_DISASSOCIATED"", ""ordinal"": -1}, ""alarmFoundAt"": 1545784948157, ""alarmId"": 2848669939, ""nttyaddrss7_address"": ""NULL_VALUE"", ""@id"": 2848669939, ""message"": ""AP 'AP03-19.rdu' disassociated."", ""acknowledgementStatus"": false, ""timeStamp"": 1545784948157, ""wirelessSpecificAlarmId"": ""68:86:a7:31:92:a0"", ""lastUpdatedAt"": 1545784948157, ""@displayName"": ""2848669939""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!68:86:a7:31:92:a0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""AP"", ""ordinal"": 1}, ""deviceName"": ""0c:d9:96:82:71:30:AP11-08.rdu"", ""source"": ""UnifiedAp!0c:d9:96:82:71:30"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_DISASSOCIATED"", ""ordinal"": -1}, ""alarmFoundAt"": 1545784948157, ""alarmId"": 2848669938, ""nttyaddrss7_address"": ""NULL_VALUE"", ""@id"": 2848669938, ""message"": ""AP 'AP11-08.rdu' disassociated."", ""acknowledgementStatus"": false, ""timeStamp"": 1545784948157, ""wirelessSpecificAlarmId"": ""0c:d9:96:82:71:30"", ""lastUpdatedAt"": 1545784948157, ""@displayName"": ""2848669938""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!0c:d9:96:82:71:30",PRIME_Alarms,raw_global
"{""category"": {""value"": ""AP"", ""ordinal"": 1}, ""deviceName"": ""0c:d9:96:82:71:20:AP08-16.rdu"", ""source"": ""UnifiedAp!0c:d9:96:82:71:20"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_DISASSOCIATED"", ""ordinal"": -1}, ""alarmFoundAt"": 1545784948157, ""alarmId"": 2848669937, ""nttyaddrss7_address"": ""NULL_VALUE"", ""@id"": 2848669937, ""message"": ""AP 'AP08-16.rdu' disassociated."", ""acknowledgementStatus"": false, ""timeStamp"": 1545784948157, ""wirelessSpecificAlarmId"": ""0c:d9:96:82:71:20"", ""lastUpdatedAt"": 1545784948157, ""@displayName"": ""2848669937""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!0c:d9:96:82:71:20",PRIME_Alarms,raw_global
"{""category"": {""value"": ""AP"", ""ordinal"": 1}, ""deviceName"": ""f4:7f:35:38:dd:10:AP01-12.rdu"", ""source"": ""UnifiedAp!f4:7f:35:38:dd:10"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_DISASSOCIATED"", ""ordinal"": -1}, ""alarmFoundAt"": 1545784948157, ""alarmId"": 2848669936, ""nttyaddrss7_address"": ""NULL_VALUE"", ""@id"": 2848669936, ""message"": ""AP 'AP01-12.rdu' disassociated."", ""acknowledgementStatus"": false, ""timeStamp"": 1545784948157, ""wirelessSpecificAlarmId"": ""f4:7f:35:38:dd:10"", ""lastUpdatedAt"": 1545784948157, ""@displayName"": ""2848669936""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!f4:7f:35:38:dd:10",PRIME_Alarms,raw_global
"{""category"": {""value"": ""AP"", ""ordinal"": 1}, ""deviceName"": ""f8:4f:57:a1:60:30:AP07-16.rdu"", ""source"": ""UnifiedAp!f8:4f:57:a1:60:30"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_DISASSOCIATED"", ""ordinal"": -1}, ""alarmFoundAt"": 1545784948157, ""alarmId"": 2848669935, ""nttyaddrss7_address"": ""NULL_VALUE"", ""@id"": 2848669935, ""message"": ""AP 'AP07-16.rdu' disassociated."", ""acknowledgementStatus"": false, ""timeStamp"": 1545784948157, ""wirelessSpecificAlarmId"": ""f8:4f:57:a1:60:30"", ""lastUpdatedAt"": 1545784948157, ""@displayName"": ""2848669935""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!f8:4f:57:a1:60:30",PRIME_Alarms,raw_global
"{""category"": {""value"": ""AP"", ""ordinal"": 1}, ""deviceName"": ""70:e4:22:9a:59:a0:AP04-18.rdu"", ""source"": ""UnifiedAp!70:e4:22:9a:59:a0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_DISASSOCIATED"", ""ordinal"": -1}, ""alarmFoundAt"": 1545784948157, ""alarmId"": 2848669934, ""nttyaddrss7_address"": ""NULL_VALUE"", ""@id"": 2848669934, ""message"": ""AP 'AP04-18.rdu' disassociated."", ""acknowledgementStatus"": false, ""timeStamp"": 1545784948157, ""wirelessSpecificAlarmId"": ""70:e4:22:9a:59:a0"", ""lastUpdatedAt"": 1545784948157, ""@displayName"": ""2848669934""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!70:e4:22:9a:59:a0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""AP"", ""ordinal"": 1}, ""deviceName"": ""00:1b:2b:a7:66:a0:AP02.raw"", ""source"": ""UnifiedAp!00:1b:2b:a7:66:a0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_DISASSOCIATED"", ""ordinal"": -1}, ""alarmFoundAt"": 1545784948157, ""alarmId"": 2848669933, ""nttyaddrss7_address"": ""NULL_VALUE"", ""@id"": 2848669933, ""message"": ""AP 'AP02.raw' disassociated."", ""acknowledgementStatus"": false, ""timeStamp"": 1545784948157, ""wirelessSpecificAlarmId"": ""00:1b:2b:a7:66:a0"", ""lastUpdatedAt"": 1545784948157, ""@displayName"": ""2848669933""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!00:1b:2b:a7:66:a0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""AP"", ""ordinal"": 1}, ""deviceName"": ""20:bb:c0:66:22:90:AP02-3w.bos"", ""source"": ""UnifiedAp!20:bb:c0:66:22:90"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_DISASSOCIATED"", ""ordinal"": -1}, ""alarmFoundAt"": 1545784948157, ""alarmId"": 2848669932, ""nttyaddrss7_address"": ""NULL_VALUE"", ""@id"": 2848669932, ""message"": ""AP 'AP02-3w.bos' disassociated."", ""acknowledgementStatus"": false, ""timeStamp"": 1545784948157, ""wirelessSpecificAlarmId"": ""20:bb:c0:66:22:90"", ""lastUpdatedAt"": 1545784948157, ""@displayName"": ""2848669932""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!20:bb:c0:66:22:90",PRIME_Alarms,raw_global
"{""category"": {""value"": ""AP"", ""ordinal"": 1}, ""deviceName"": ""00:fe:c8:5e:ad:b0:ap03-fl1.gva"", ""source"": ""UnifiedAp!00:fe:c8:5e:ad:b0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_DISASSOCIATED"", ""ordinal"": -1}, ""alarmFoundAt"": 1545784948157, ""alarmId"": 2848669931, ""nttyaddrss7_address"": ""NULL_VALUE"", ""@id"": 2848669931, ""message"": ""AP 'ap03-fl1.gva' disassociated."", ""acknowledgementStatus"": false, ""timeStamp"": 1545784948157, ""wirelessSpecificAlarmId"": ""00:fe:c8:5e:ad:b0"", ""lastUpdatedAt"": 1545784948157, ""@displayName"": ""2848669931""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!00:fe:c8:5e:ad:b0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""AP"", ""ordinal"": 1}, ""deviceName"": ""1c:e6:c7:f0:00:a0:AP02.phx"", ""source"": ""UnifiedAp!1c:e6:c7:f0:00:a0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_DISASSOCIATED"", ""ordinal"": -1}, ""alarmFoundAt"": 1545784948157, ""alarmId"": 2848669930, ""nttyaddrss7_address"": ""NULL_VALUE"", ""@id"": 2848669930, ""message"": ""AP 'AP02.phx' disassociated."", ""acknowledgementStatus"": false, ""timeStamp"": 1545784948157, ""wirelessSpecificAlarmId"": ""1c:e6:c7:f0:00:a0"", ""lastUpdatedAt"": 1545784948157, ""@displayName"": ""2848669930""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!1c:e6:c7:f0:00:a0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""AP"", ""ordinal"": 1}, ""deviceName"": ""2c:d0:2d:9b:cb:e0:ap04-fl35.syd"", ""source"": ""UnifiedAp!2c:d0:2d:9b:cb:e0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_DISASSOCIATED"", ""ordinal"": -1}, ""alarmFoundAt"": 1545784948157, ""alarmId"": 2848669929, ""nttyaddrss7_address"": ""NULL_VALUE"", ""@id"": 2848669929, ""message"": ""AP 'ap04-fl35.syd' disassociated."", ""acknowledgementStatus"": false, ""timeStamp"": 1545784948157, ""wirelessSpecificAlarmId"": ""2c:d0:2d:9b:cb:e0"", ""lastUpdatedAt"": 1545784948157, ""@displayName"": ""2848669929""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!2c:d0:2d:9b:cb:e0",PRIME_Alarms,raw_global
