"_raw","_time",host,source,sourcetype,index
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""00:fe:c8:76:dd:c0:AP06.eze"", ""source"": ""UnifiedAp!00:fe:c8:76:dd:c0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_MAX_ROGUE_COUNT_EXCEEDED"", ""ordinal"": -1}, ""alarmFoundAt"": 1547589530446, ""alarmId"": 2918625943, ""nttyaddrss7_address"": "" 10. 97.120.240"", ""@id"": 2918625943, ""message"": ""Rogue AP count on AP 'AP06.eze' associated with Controller '10.97.120.240' has exceeded the security warning threshold of '50'. Fake AP or other attack may be in progress. "", ""acknowledgementStatus"": false, ""timeStamp"": 1547589530446, ""wirelessSpecificAlarmId"": ""00:fe:c8:76:dd:c0"", ""lastUpdatedAt"": 1547675475733, ""@displayName"": ""2918625943""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!00:fe:c8:76:dd:c0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP10-19.rdu, Interface 802.11a/b/g/n/ac"", ""source"": ""LradIf!78:0c:f0:68:c6:20!0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547588417249, ""alarmId"": 2918566116, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2918566116, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'AP10-19.rdu'.Interferer severity is '0'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547588417249, ""wirelessSpecificAlarmId"": ""10.11.132.1_0_ab:"", ""lastUpdatedAt"": 1547588440829, ""@displayName"": ""2918566116""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!78:0c:f0:68:c6:20!0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP14-18.rdu, Interface 802.11a/b/g/n/ac"", ""source"": ""LradIf!78:0c:f0:5d:7a:40!0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547588284642, ""alarmId"": 2918566019, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2918566019, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'AP14-18.rdu'.Interferer severity is '0'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547588284642, ""wirelessSpecificAlarmId"": ""10.11.132.1_0_ab:"", ""lastUpdatedAt"": 1547588467008, ""@displayName"": ""2918566019""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!78:0c:f0:5d:7a:40!0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP10-11.rdu, Interface 802.11a/b/g/n/ac"", ""source"": ""LradIf!78:0c:f0:61:65:80!0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547588142332, ""alarmId"": 2918565932, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2918565932, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'AP10-11.rdu'.Interferer severity is '2'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547588142332, ""wirelessSpecificAlarmId"": ""10.11.132.1_0_ab:"", ""lastUpdatedAt"": 1547588142332, ""@displayName"": ""2918565932""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!78:0c:f0:61:65:80!0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP06-10.rdu, Interface 802.11a/n/ac"", ""source"": ""LradIf!78:0c:f0:61:6a:60!1"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547588060986, ""alarmId"": 2918565887, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2918565887, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'AP06-10.rdu'.Interferer severity is '0'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547588060986, ""wirelessSpecificAlarmId"": ""10.11.132.1_2_ab:"", ""lastUpdatedAt"": 1547588060986, ""@displayName"": ""2918565887""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!78:0c:f0:61:6a:60!1",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP03-13.rdu, Interface 802.11a/b/g/n/ac"", ""source"": ""LradIf!78:0c:f0:68:c6:00!0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547586303136, ""alarmId"": 2918497786, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2918497786, ""message"": ""Security-risk Interferer 'WiFi Inverted' is detected by 'AP03-13.rdu'.Interferer severity is '0'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547586303136, ""wirelessSpecificAlarmId"": ""10.11.132.1_0_ab:"", ""lastUpdatedAt"": 1547586303136, ""@displayName"": ""2918497786""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!78:0c:f0:68:c6:00!0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP05-14.rdu, Interface 802.11a/b/g/n/ac"", ""source"": ""LradIf!78:0c:f0:61:4c:60!0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547585365979, ""alarmId"": 2918429194, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2918429194, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'AP05-14.rdu'.Interferer severity is '0'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547585365979, ""wirelessSpecificAlarmId"": ""10.11.132.1_0_ab:"", ""lastUpdatedAt"": 1547585365979, ""@displayName"": ""2918429194""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!78:0c:f0:61:4c:60!0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP12-11.rdu, Interface 802.11a/b/g/n/ac"", ""source"": ""LradIf!78:0c:f0:61:56:20!0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547571743925, ""alarmId"": 2918428732, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2918428732, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'AP12-11.rdu'.Interferer severity is '2'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547571743925, ""wirelessSpecificAlarmId"": ""10.11.132.1_0_ab:"", ""lastUpdatedAt"": 1547590945290, ""@displayName"": ""2918428732""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!78:0c:f0:61:56:20!0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP15-09.rdu, Interface 802.11a/n/ac"", ""source"": ""LradIf!78:72:5d:4b:2d:20!1"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547584306100, ""alarmId"": 2918428637, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2918428637, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'AP15-09.rdu'.Interferer severity is '0'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547584306100, ""wirelessSpecificAlarmId"": ""10.11.132.1_2_ab:"", ""lastUpdatedAt"": 1547584306100, ""@displayName"": ""2918428637""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!78:72:5d:4b:2d:20!1",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP04-09.rdu, Interface 802.11a/b/g/n/ac"", ""source"": ""LradIf!78:72:5d:4a:b0:40!0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547582793133, ""alarmId"": 2918354796, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2918354796, ""message"": ""Security-risk Interferer 'WiFi Inverted' is detected by 'AP04-09.rdu'.Interferer severity is '0'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547582793133, ""wirelessSpecificAlarmId"": ""10.11.132.1_0_ab:"", ""lastUpdatedAt"": 1547582793133, ""@displayName"": ""2918354796""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!78:72:5d:4a:b0:40!0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP03.raw, Interface 802.11a/n/ac"", ""source"": ""LradIf!00:2a:10:f8:c5:c0!1"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547580650222, ""alarmId"": 2918270653, ""nttyaddrss7_address"": "" 10. 97.120.240"", ""@id"": 2918270653, ""message"": ""Security-risk Interferer 'WiFi Inverted' is detected by 'AP03.raw'.Interferer severity is '0'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547580650222, ""wirelessSpecificAlarmId"": ""10.97.120.240_2_1"", ""lastUpdatedAt"": 1547580650222, ""@displayName"": ""2918270653""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!00:2a:10:f8:c5:c0!1",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP06-17.rdu, Interface 802.11a/b/g/n/ac"", ""source"": ""LradIf!78:0c:f0:61:69:00!0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547579247301, ""alarmId"": 2918206898, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2918206898, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'AP06-17.rdu'.Interferer severity is '2'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547579247301, ""wirelessSpecificAlarmId"": ""10.11.132.1_0_ab:"", ""lastUpdatedAt"": 1547580665340, ""@displayName"": ""2918206898""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!78:0c:f0:61:69:00!0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP02-10.rdu, Interface 802.11a/b/g/n/ac"", ""source"": ""LradIf!78:0c:f0:61:58:20!0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547579013550, ""alarmId"": 2918206802, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2918206802, ""message"": ""Security-risk Interferer 'WiFi Inverted' is detected by 'AP02-10.rdu'.Interferer severity is '0'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547579013550, ""wirelessSpecificAlarmId"": ""10.11.132.1_0_ab:"", ""lastUpdatedAt"": 1547579013550, ""@displayName"": ""2918206802""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!78:0c:f0:61:58:20!0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP11-15.rdu, Interface 802.11a/n/ac"", ""source"": ""LradIf!78:0c:f0:4e:a2:40!1"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547577390064, ""alarmId"": 2918136882, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2918136882, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'AP11-15.rdu'.Interferer severity is '2'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547577390064, ""wirelessSpecificAlarmId"": ""10.11.132.1_2_ab:"", ""lastUpdatedAt"": 1547577561378, ""@displayName"": ""2918136882""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!78:0c:f0:4e:a2:40!1",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP12-16.rdu, Interface 802.11a/n/ac"", ""source"": ""LradIf!bc:26:c7:15:72:80!1"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547576962550, ""alarmId"": 2918136634, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2918136634, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'AP12-16.rdu'.Interferer severity is '2'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547576962550, ""wirelessSpecificAlarmId"": ""10.11.132.1_2_ab:"", ""lastUpdatedAt"": 1547586096393, ""@displayName"": ""2918136634""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!bc:26:c7:15:72:80!1",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP02.raw, Interface 802.11a/n/ac"", ""source"": ""LradIf!84:3d:c6:0b:e0:c0!1"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547576239889, ""alarmId"": 2918136285, ""nttyaddrss7_address"": "" 10. 97.120.240"", ""@id"": 2918136285, ""message"": ""Security-risk Interferer 'WiFi Inverted' is detected by 'AP02.raw'.Interferer severity is '0'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547576239889, ""wirelessSpecificAlarmId"": ""10.97.120.240_2_1"", ""lastUpdatedAt"": 1547576239889, ""@displayName"": ""2918136285""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!84:3d:c6:0b:e0:c0!1",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP10-18.rdu, Interface 802.11a/b/g/n/ac"", ""source"": ""LradIf!78:0c:f0:68:d1:c0!0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547576044217, ""alarmId"": 2918081125, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2918081125, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'AP10-18.rdu'.Interferer severity is '0'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547576044217, ""wirelessSpecificAlarmId"": ""10.11.132.1_0_ab:"", ""lastUpdatedAt"": 1547576044217, ""@displayName"": ""2918081125""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!78:0c:f0:68:d1:c0!0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP09-14.rdu, Interface 802.11a/n/ac"", ""source"": ""LradIf!78:0c:f0:68:c4:40!1"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547575904507, ""alarmId"": 2918081050, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2918081050, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'AP09-14.rdu'.Interferer severity is '2'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547575904507, ""wirelessSpecificAlarmId"": ""10.11.132.1_2_ab:"", ""lastUpdatedAt"": 1547580893673, ""@displayName"": ""2918081050""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!78:0c:f0:68:c4:40!1",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP11-11.rdu, Interface 802.11a/n/ac"", ""source"": ""LradIf!78:0c:f0:61:5f:80!1"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547575585165, ""alarmId"": 2918080887, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2918080887, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'AP11-11.rdu'.Interferer severity is '2'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547575585165, ""wirelessSpecificAlarmId"": ""10.11.132.1_2_ab:"", ""lastUpdatedAt"": 1547577203718, ""@displayName"": ""2918080887""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!78:0c:f0:61:5f:80!1",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP07-15.rdu, Interface 802.11a/n/ac"", ""source"": ""LradIf!78:72:5d:91:fb:40!1"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547575486812, ""alarmId"": 2918080833, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2918080833, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'AP07-15.rdu'.Interferer severity is '2'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547575486812, ""wirelessSpecificAlarmId"": ""10.11.132.1_2_ab:"", ""lastUpdatedAt"": 1547575486812, ""@displayName"": ""2918080833""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!78:72:5d:91:fb:40!1",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP19-08.rdu, Interface 802.11a/b/g/n/ac"", ""source"": ""LradIf!bc:26:c7:10:3b:60!0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547575376715, ""alarmId"": 2918080767, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2918080767, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'AP19-08.rdu'.Interferer severity is '3'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547575376715, ""wirelessSpecificAlarmId"": ""10.11.132.1_0_ab:"", ""lastUpdatedAt"": 1547577105013, ""@displayName"": ""2918080767""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!bc:26:c7:10:3b:60!0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP10-16.rdu, Interface 802.11a/b/g/n/ac"", ""source"": ""LradIf!78:72:5d:28:0b:00!0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547575282371, ""alarmId"": 2918080706, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2918080706, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'AP10-16.rdu'.Interferer severity is '2'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547575282371, ""wirelessSpecificAlarmId"": ""10.11.132.1_0_ab:"", ""lastUpdatedAt"": 1547588538823, ""@displayName"": ""2918080706""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!78:72:5d:28:0b:00!0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP08-18.rdu, Interface 802.11a/b/g/n/ac"", ""source"": ""LradIf!78:0c:f0:61:54:a0!0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547575092767, ""alarmId"": 2918080565, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2918080565, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'AP08-18.rdu'.Interferer severity is '0'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547575092767, ""wirelessSpecificAlarmId"": ""10.11.132.1_0_ab:"", ""lastUpdatedAt"": 1547575130146, ""@displayName"": ""2918080565""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!78:0c:f0:61:54:a0!0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP06-12.rdu, Interface 802.11a/n/ac"", ""source"": ""LradIf!bc:26:c7:10:3d:c0!1"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547574925234, ""alarmId"": 2918080457, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2918080457, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'AP06-12.rdu'.Interferer severity is '2'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547574925234, ""wirelessSpecificAlarmId"": ""10.11.132.1_2_ab:"", ""lastUpdatedAt"": 1547574925234, ""@displayName"": ""2918080457""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!bc:26:c7:10:3d:c0!1",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP04-11.rdu, Interface 802.11a/n/ac"", ""source"": ""LradIf!78:0c:f0:61:68:40!1"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547574844646, ""alarmId"": 2918080409, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2918080409, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'AP04-11.rdu'.Interferer severity is '2'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547574844646, ""wirelessSpecificAlarmId"": ""10.11.132.1_2_ab:"", ""lastUpdatedAt"": 1547575127908, ""@displayName"": ""2918080409""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!78:0c:f0:61:68:40!1",PRIME_Alarms,raw_global
